"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
544,45,45,55,"Moosseedorf (BE)",
546,86.1,86.1,13.9,"Münchenbuchsee (BE)",
551,56.4,56.4,43.6,"Urtenen-Schönbühl (BE)",
552,0.3,0.3,99.7,"Utzenstorf (BE)",
553,57.4,57.4,42.6,"Wiggiswil (BE)",
554,79.4,79.4,20.6,"Wiler bei Utzenstorf (BE)",
556,46.7,46.7,53.3,"Zielebach (BE)",
557,47,47,53,"Zuzwil (BE)",
561,9.3,9.3,90.7,"Adelboden (BE)",
562,32.9,32.9,67.1,"Aeschi bei Spiez (BE)",
563,15,15,85,"Frutigen (BE)",
564,75.6,75.6,24.4,"Kandergrund (BE)",
565,50.2,50.2,49.8,"Kandersteg (BE)",
566,31,31,69,"Krattigen (BE)",
567,50,50,50,"Reichenbach im Kandertal (BE)",
571,41.9,41.9,58.1,"Beatenberg (BE)",
572,16.7,16.7,83.3,"Bönigen (BE)",
573,65.5,65.5,34.5,"Brienz (BE)",
574,34.9,34.9,65.1,"Brienzwiler (BE)",
575,18.7,18.7,81.3,"Därligen (BE)",
576,9.1,9.1,90.9,"Grindelwald (BE)",
577,94.8,94.8,5.2,"Gsteigwiler (BE)",
578,68.4,68.4,31.6,"Gündlischwand (BE)",
579,10.3,10.3,89.7,"Habkern (BE)",
580,42.1,42.1,57.9,"Hofstetten bei Brienz (BE)",
581,45.9,45.9,54.1,"Interlaken (BE)",
582,41.5,41.5,58.5,"Iseltwald (BE)",
584,56.1,56.1,43.9,"Lauterbrunnen (BE)",
585,16.2,16.2,83.8,"Leissigen (BE)",
586,51.8,51.8,48.2,"Lütschental (BE)",
587,23,23,77,"Matten bei Interlaken (BE)",
588,40.3,40.3,59.7,"Niederried bei Interlaken (BE)",
589,82.8,82.8,17.2,"Oberried am Brienzersee (BE)",
590,43.3,43.3,56.7,"Ringgenberg (BE)",
591,55.5,55.5,44.5,"Saxeten (BE)",
592,14.2,14.2,85.8,"Schwanden bei Brienz (BE)",
593,49.5,49.5,50.5,"Unterseen (BE)",
594,44,44,56,"Wilderswil (BE)",
602,81.3,81.3,18.7,"Arni (BE)",
603,30.3,30.3,69.7,"Biglen (BE)",
605,14.3,14.3,85.7,"Bowil (BE)",
606,24.3,24.3,75.7,"Brenzikofen (BE)",
607,53.9,53.9,46.1,"Freimettigen (BE)",
608,36.4,36.4,63.6,"Grosshöchstetten (BE)",
609,47.8,47.8,52.2,"Häutligen (BE)",
610,34.7,34.7,65.3,"Herbligen (BE)",
611,62.8,62.8,37.2,"Kiesen (BE)",
612,18.6,18.6,81.4,"Konolfingen (BE)",
613,15.5,15.5,84.5,"Landiswil (BE)",
614,81.8,81.8,18.2,"Linden (BE)",
615,77,77,23,"Mirchel (BE)",
616,69.4,69.4,30.6,"Münsingen (BE)",
617,57.1,57.1,42.9,"Niederhünigen (BE)",
619,58.2,58.2,41.8,"Oberdiessbach (BE)",
620,81.3,81.3,18.7,"Oberthal (BE)",
622,63.8,63.8,36.2,"Oppligen (BE)",
623,27.7,27.7,72.3,"Rubigen (BE)",
626,82.7,82.7,17.3,"Walkringen (BE)",
627,76.1,76.1,23.9,"Worb (BE)",
628,26,26,74,"Zäziwil (BE)",
630,69.5,69.5,30.5,"Allmendingen (BE)",
632,71.9,71.9,28.1,"Wichtrach (BE)",
662,52.2,52.2,47.8,"Ferenbalm (BE)",
663,78.9,78.9,21.1,"Frauenkappelen (BE)",
665,39.9,39.9,60.1,"Gurbrü (BE)",
666,7.1,7.1,92.9,"Kriechenwil (BE)",
667,78.8,78.8,21.2,"Laupen (BE)",
668,32,32,68,"Mühleberg (BE)",
669,42.8,42.8,57.2,"Villars-les-Moines (BE)",
670,21.1,21.1,78.9,"Neuenegg (BE)",
671,42.7,42.7,57.3,"Wileroltigen (BE)",
681,71.4,71.4,28.6,"Belprahon (BE)",
683,48.2,48.2,51.8,"Champoz (BE)",
687,59.4,59.4,40.6,"Corcelles (BE)",
690,31.1,31.1,68.9,"Court (BE)",
691,34.7,34.7,65.3,"Crémines (BE)",
692,66.3,66.3,33.7,"Eschert (BE)",
694,49.5,49.5,50.5,"Grandval (BE)",
696,63.7,63.7,36.3,"Loveresse (BE)",
700,79.3,79.3,20.7,"Moutier (BE)",
701,34.4,34.4,65.6,"Perrefitte (BE)",
703,29.3,29.3,70.7,"Reconvilier (BE)",
704,72.5,72.5,27.5,"Roches (BE)",
706,48.6,48.6,51.4,"Saicourt (BE)",
707,28.7,28.7,71.3,"Saules (BE)",
708,41.4,41.4,58.6,"La Scheulte (BE)",
709,48.3,48.3,51.7,"Seehof (BE)",
711,80.3,80.3,19.7,"Sorvilier (BE)",
713,47.2,47.2,52.8,"Tavannes (BE)",
715,91.9,91.9,8.1,"Rebévelier (BE)",
716,54.1,54.1,45.9,"Petit-Val (BE)",
717,37.9,37.9,62.1,"Valbirse (BE)",
723,45,45,55,"La Neuveville (BE)",
724,5.3,5.3,94.7,"Nods (BE)",
726,84.7,84.7,15.3,"Plateau de Diesse (BE)",
731,77.8,77.8,22.2,"Aegerten (BE)",
732,13.9,13.9,86.1,"Bellmund (BE)",
733,78.6,78.6,21.4,"Brügg (BE)",
734,87.2,87.2,12.8,"Bühl (BE)",
735,44.6,44.6,55.4,"Epsach (BE)",
736,14.1,14.1,85.9,"Hagneck (BE)",
737,73.4,73.4,26.6,"Hermrigen (BE)",
738,20.3,20.3,79.7,"Jens (BE)",
739,34.8,34.8,65.2,"Ipsach (BE)",
740,53.5,53.5,46.5,"Gléresse (BE)",
741,50.2,50.2,49.8,"Merzligen (BE)",
742,41.2,41.2,58.8,"Mörigen (BE)",
743,56.9,56.9,43.1,"Nidau (BE)",
744,40.5,40.5,59.5,"Orpund (BE)",
745,51,51,49,"Port (BE)",
746,43,43,57,"Safnern (BE)",
747,97,97,3,"Scheuren (BE)",
748,30.2,30.2,69.8,"Schwadernau (BE)",
749,71.4,71.4,28.6,"Studen (BE)",
750,87,87,13,"Sutz-Lattrigen (BE)",
751,25.9,25.9,74.1,"Täuffelen (BE)",
754,51.9,51.9,48.1,"Walperswil (BE)",
755,38,38,62,"Worben (BE)",
756,33.6,33.6,66.4,"Douanne-Daucher (BE)",
761,51.9,51.9,48.1,"Därstetten (BE)",
762,12.9,12.9,87.1,"Diemtigen (BE)",
763,44.7,44.7,55.3,"Erlenbach im Simmental (BE)",
766,17.2,17.2,82.8,"Oberwil im Simmental (BE)",
767,71.6,71.6,28.4,"Reutigen (BE)",
768,0.9,0.9,99.1,"Spiez (BE)",
769,46.4,46.4,53.6,"Wimmis (BE)",
770,39.5,39.5,60.5,"Stocken-Höfen (BE)",
782,81.1,81.1,18.9,"Guttannen (BE)",
783,70,70,30,"Hasliberg (BE)",
784,79.8,79.8,20.2,"Innertkirchen (BE)",
785,46.6,46.6,53.4,"Meiringen (BE)",
786,90,90,10,"Schattenhalb (BE)",
791,97.4,97.4,2.6,"Boltigen (BE)",
792,98.2,98.2,1.8,"Lenk (BE)",
793,59.6,59.6,40.4,"Saint-Etienne (BE)",
794,67.3,67.3,32.7,"Zweisimmen (BE)",
841,50.2,50.2,49.8,"Gsteig (BE)",
842,10.3,10.3,89.7,"Lauenen (BE)",
843,81.2,81.2,18.8,"Gessenay (BE)",
852,87.6,87.6,12.4,"Guggisberg (BE)",
853,16.3,16.3,83.7,"Rüschegg (BE)",
855,56.5,56.5,43.5,"Schwarzenburg (BE)",
861,53.6,53.6,46.4,"Belp (BE)",
863,21.5,21.5,78.5,"Burgistein (BE)",
866,70.4,70.4,29.6,"Gerzensee (BE)",
867,96.5,96.5,3.5,"Gurzelen (BE)",
868,30.2,30.2,69.8,"Jaberg (BE)",
869,43.5,43.5,56.5,"Kaufdorf (BE)",
870,48.7,48.7,51.3,"Kehrsatz (BE)",
872,8.7,8.7,91.3,"Kirchdorf (BE)",
879,67.4,67.4,32.6,"Riggisberg (BE)",
880,76.8,76.8,23.2,"Rüeggisberg (BE)",
883,1.3,1.3,98.7,"Seftigen (BE)",
884,54.3,54.3,45.7,"Toffen (BE)",
885,47.7,47.7,52.3,"Uttigen (BE)",
886,30.4,30.4,69.6,"Wattenwil (BE)",
888,44.8,44.8,55.2,"Wald (BE)",
889,81.9,81.9,18.1,"Thurnen (BE)",
901,99.1,99.1,0.9,"Eggiwil (BE)",
902,99.4,99.4,0.6,"Langnau im Emmental (BE)",
903,31.4,31.4,68.6,"Lauperswil (BE)",
904,42.5,42.5,57.5,"Röthenbach im Emmental (BE)",
905,34.4,34.4,65.6,"Rüderswil (BE)",
906,87.5,87.5,12.5,"Schangnau (BE)",
907,39.1,39.1,60.9,"Signau (BE)",
908,68.9,68.9,31.1,"Trub (BE)",
909,6.5,6.5,93.5,"Trubschachen (BE)",
921,27.6,27.6,72.4,"Amsoldingen (BE)",
922,39.2,39.2,60.8,"Blumenstein (BE)",
923,55.3,55.3,44.7,"Buchholterberg (BE)",
924,39.7,39.7,60.3,"Eriz (BE)",
925,37.3,37.3,62.7,"Fahrni (BE)",
927,87.4,87.4,12.6,"Heiligenschwendi (BE)",
928,26.5,26.5,73.5,"Heimberg (BE)",
929,12.2,12.2,87.8,"Hilterfingen (BE)",
931,29.9,29.9,70.1,"Homberg (BE)",
932,4.2,4.2,95.8,"Horrenbach-Buchen (BE)",
934,25.9,25.9,74.1,"Oberhofen am Thunersee (BE)",
935,69.4,69.4,30.6,"Oberlangenegg (BE)",
936,28.6,28.6,71.4,"Pohlern (BE)",
938,78.6,78.6,21.4,"Sigriswil (BE)",
939,47.6,47.6,52.4,"Steffisburg (BE)",
940,93.5,93.5,6.5,"Teuffenthal (BE)",
941,49.8,49.8,50.2,"Thierachern (BE)",
942,41.3,41.3,58.7,"Thoune (BE)",
943,66.4,66.4,33.6,"Uebeschi (BE)",
944,40,40,60,"Uetendorf (BE)",
945,47.5,47.5,52.5,"Unterlangenegg (BE)",
946,95.1,95.1,4.9,"Wachseldorn (BE)",
948,61.3,61.3,38.7,"Forst-Längenbühl (BE)",
951,63.2,63.2,36.8,"Affoltern im Emmental (BE)",
952,18.5,18.5,81.5,"Dürrenroth (BE)",
953,0.3,0.3,99.7,"Eriswil (BE)",
954,34.1,34.1,65.9,"Huttwil (BE)",
955,79.2,79.2,20.8,"Lützelflüh (BE)",
956,56,56,44,"Rüegsau (BE)",
957,52.5,52.5,47.5,"Sumiswald (BE)",
958,2.9,2.9,97.1,"Trachselwald (BE)",
959,54.4,54.4,45.6,"Walterswil (BE)",
960,38.4,38.4,61.6,"Wyssachen (BE)",
971,30.9,30.9,69.1,"Attiswil (BE)",
972,44.7,44.7,55.3,"Berken (BE)",
973,67.9,67.9,32.1,"Bettenhausen (BE)",
975,61.4,61.4,38.6,"Farnern (BE)",
976,12.8,12.8,87.2,"Graben (BE)",
977,29.9,29.9,70.1,"Heimenhausen (BE)",
979,74.3,74.3,25.7,"Herzogenbuchsee (BE)",
980,38.6,38.6,61.4,"Inkwil (BE)",
981,57.5,57.5,42.5,"Niederbipp (BE)",
982,48.2,48.2,51.8,"Niederönz (BE)",
983,68.5,68.5,31.5,"Oberbipp (BE)",
985,52,52,48,"Ochlenberg (BE)",
987,98.6,98.6,1.4,"Rumisberg (BE)",
988,41.3,41.3,58.7,"Seeberg (BE)",
989,67.9,67.9,32.1,"Thörigen (BE)",
990,5.4,5.4,94.6,"Walliswil bei Niederbipp (BE)",
991,38.6,38.6,61.4,"Walliswil bei Wangen (BE)",
992,62.1,62.1,37.9,"Wangen an der Aare (BE)",
995,37.4,37.4,62.6,"Wiedlisbach (BE)",
